"1,""[7, 9, 15, 3]"",-1272,0"
"1,""[7, 9, 15, 3]"",-1272,0"
"1,""[7, 9, 15, 3]"",-1272,0"
"1,""[7, 9, 15, 3]"",-1272,0"
"1,""[7, 9, 15, 3]"",-1272,0"
"1,""[7, 9, 15, 3]"",-1272,0"
"1,""[7, 9, 15, 3]"",-1272,0"
"1,""[7, 9, 15, 3]"",-1272,0"
"1,""[7, 9, 15, 3]"",-1272,0"
"1,""[7, 9, 15, 3]"",-1272,0"
"1,""[7, 9, 15, 3]"",-1251,0"
"1,""[7, 9, 15, 3]"",-1245,0"
"1,""[7, 9, 15, 3]"",-1242,0"
"1,""[7, 9, 15, 3]"",-1239,0"
"1,""[7, 9, 15, 3]"",-1236,0"
"1,""[7, 9, 15, 3]"",-1224,0"
"1,""[7, 9, 15, 3]"",-1170,0"
"1,""[7, 9, 15, 3]"",-130,0"
"1,""[7, 9, 15, 3]"",-130,0"
"1,""[7, 9, 15, 3]"",-130,0"
"1,""[7, 9, 15, 3]"",-130,0"
"1,""[7, 9, 15, 3]"",-130,0"
"1,""[7, 9, 15, 3]"",-130,0"
"1,""[7, 9, 15, 3]"",-130,0"
"1,""[7, 9, 15, 3]"",-130,0"
"1,""[7, 9, 15, 3]"",-130,0"
"1,""[7, 9, 15, 3]"",-130,0"
"1,""[7, 9, 15, 3]"",-130,0"
"1,""[7, 9, 15, 3]"",-128,0"
"1,""[7, 9, 15, 3]"",-128,0"
"1,""[7, 9, 15, 3]"",-128,0"
"1,""[7, 9, 15, 3]"",-126,0"
"1,""[7, 9, 15, 3]"",-126,0"
"1,""[7, 9, 15, 3]"",-126,0"
"1,""[7, 9, 15, 3]"",-126,0"
"1,""[7, 9, 15, 3]"",-124,0"
"1,""[7, 9, 15, 3]"",-122,0"
"1,""[7, 9, 15, 3]"",-118,0"
"1,""[7, 9, 15, 3]"",-116,0"
"1,""[7, 9, 15, 3]"",-112,0"
"1,""[7, 9, 15, 3]"",-112,0"
"1,""[7, 9, 15, 3]"",-112,0"
"1,""[7, 9, 15, 3]"",-112,0"
"1,""[7, 9, 15, 3]"",-112,0"
"1,""[7, 9, 15, 3]"",-112,0"
"1,""[7, 9, 15, 3]"",-112,0"
"1,""[7, 9, 15, 3]"",-112,0"
"1,""[7, 9, 15, 3]"",-110,0"
"1,""[7, 9, 15, 3]"",-110,0"
"1,""[7, 9, 15, 3]"",-108,0"
"1,""[7, 9, 15, 3]"",-106,0"
"1,""[7, 9, 15, 3]"",-100,0"
"1,""[7, 9, 15, 3]"",-100,0"
"1,""[7, 9, 15, 3]"",-76,0"
"1,""[7, 9, 15, 3]"",-70,0"
"1,""[7, 9, 15, 3]"",3747,1"
"1,""[7, 9, 15, 3]"",3752,1"
"1,""[7, 9, 15, 3]"",3789,1"
"1,""[7, 9, 15, 3]"",4872,1"
"1,""[7, 9, 15, 3]"",4882,1"
"2,""[7, 9, 15, 3]"",-1272,0"
"2,""[7, 9, 15, 3]"",-1272,0"
"2,""[7, 9, 15, 3]"",-1272,0"
"2,""[7, 9, 15, 3]"",-1272,0"
"2,""[7, 9, 15, 3]"",-1272,0"
"2,""[7, 9, 15, 3]"",-1272,0"
"2,""[7, 9, 15, 3]"",-1272,0"
"2,""[7, 9, 15, 3]"",-1272,0"
"2,""[7, 9, 15, 3]"",-1272,0"
"2,""[7, 9, 15, 3]"",-1272,0"
"2,""[7, 9, 15, 3]"",-1272,0"
"2,""[7, 9, 15, 3]"",-1272,0"
"2,""[7, 9, 15, 3]"",-1260,0"
"2,""[7, 9, 15, 3]"",-1245,0"
"2,""[7, 9, 15, 3]"",-1242,0"
"2,""[7, 9, 15, 3]"",-1233,0"
"2,""[7, 9, 15, 3]"",-1221,0"
"2,""[7, 9, 15, 3]"",-1215,0"
"2,""[7, 9, 15, 3]"",-130,0"
"2,""[7, 9, 15, 3]"",-130,0"
"2,""[7, 9, 15, 3]"",-130,0"
"2,""[7, 9, 15, 3]"",-130,0"
"2,""[7, 9, 15, 3]"",-130,0"
"2,""[7, 9, 15, 3]"",-130,0"
"2,""[7, 9, 15, 3]"",-130,0"
"2,""[7, 9, 15, 3]"",-130,0"
"2,""[7, 9, 15, 3]"",-130,0"
"2,""[7, 9, 15, 3]"",-130,0"
"2,""[7, 9, 15, 3]"",-128,0"
"2,""[7, 9, 15, 3]"",-128,0"
"2,""[7, 9, 15, 3]"",-126,0"
"2,""[7, 9, 15, 3]"",-122,0"
"2,""[7, 9, 15, 3]"",-120,0"
"2,""[7, 9, 15, 3]"",-118,0"
"2,""[7, 9, 15, 3]"",-118,0"
"2,""[7, 9, 15, 3]"",-114,0"
"2,""[7, 9, 15, 3]"",-114,0"
"2,""[7, 9, 15, 3]"",-112,0"
"2,""[7, 9, 15, 3]"",-112,0"
"2,""[7, 9, 15, 3]"",-112,0"
"2,""[7, 9, 15, 3]"",-112,0"
