1,"[7, 9, 15, 3]",-130,0
1,"[7, 9, 15, 3]",-1272,0
1,"[7, 9, 15, 3]",-1245,0
1,"[7, 9, 15, 3]",-1272,0
1,"[7, 9, 15, 3]",-112,0
1,"[7, 9, 15, 3]",-402,0
1,"[7, 9, 15, 3]",-130,0
1,"[7, 9, 15, 3]",-1272,0
1,"[7, 9, 15, 3]",-116,0
1,"[7, 9, 15, 3]",-1272,0
1,"[7, 9, 15, 3]",-118,0
1,"[7, 9, 15, 3]",-110,0
1,"[7, 9, 15, 3]",-1272,0
1,"[7, 9, 15, 3]",-108,0
1,"[7, 9, 15, 3]",-130,0
1,"[7, 9, 15, 3]",-1269,0
1,"[7, 9, 15, 3]",-130,0
1,"[7, 9, 15, 3]",-1272,0
1,"[7, 9, 15, 3]",-1272,0
1,"[7, 9, 15, 3]",3781,1
1,"[7, 9, 15, 3]",-1215,0
1,"[7, 9, 15, 3]",-112,0
1,"[7, 9, 15, 3]",-1242,0
1,"[7, 9, 15, 3]",-1272,0
1,"[7, 9, 15, 3]",-108,0
1,"[7, 9, 15, 3]",-122,0
1,"[7, 9, 15, 3]",-1233,0
1,"[7, 9, 15, 3]",-1272,0
1,"[7, 9, 15, 3]",-110,0
1,"[7, 9, 15, 3]",-1272,0
1,"[7, 9, 15, 3]",-110,0
1,"[7, 9, 15, 3]",-112,0
1,"[7, 9, 15, 3]",-130,0
1,"[7, 9, 15, 3]",-1272,0
1,"[7, 9, 15, 3]",-126,0
1,"[7, 9, 15, 3]",-112,0
1,"[7, 9, 15, 3]",-130,0
1,"[7, 9, 15, 3]",-112,0
1,"[7, 9, 15, 3]",-122,0
1,"[7, 9, 15, 3]",-130,0
1,"[7, 9, 15, 3]",-122,0
1,"[7, 9, 15, 3]",3749,1
1,"[7, 9, 15, 3]",-1212,0
1,"[7, 9, 15, 3]",4618,1
1,"[7, 9, 15, 3]",-112,0
1,"[7, 9, 15, 3]",-118,0
1,"[7, 9, 15, 3]",-1272,0
1,"[7, 9, 15, 3]",-1272,0
1,"[7, 9, 15, 3]",-1272,0
1,"[7, 9, 15, 3]",-110,0
